,eta,nesterov,reg_type,reg_val,accuracy,loss,val_loss
60,0.05,0.61,L2,1e-07,1.5352897257143479,0.0037549220504628244,1.920218005670317
61,0.05,0.61,L2,1e-08,1.539348530993184,0.004115957565097799,1.9354501122172956
62,0.05,0.61,L2,1e-06,1.5364562913977586,0.004037315717856785,1.912435631630685
63,0.05,0.61,L2,1e-05,1.5385381059237926,0.004262496465501705,1.926689790267065
64,0.05,0.63,L2,1e-07,1.5310317467391303,0.0037718585152036158,1.9056244613053155
65,0.05,0.63,L2,1e-08,1.5446719871508012,0.004175587917192462,1.9562098090507851
66,0.05,0.63,L2,1e-06,1.5251158211431024,0.0038281989520921205,1.8928055797892362
67,0.05,0.63,L2,1e-05,1.544914952098505,0.004261975490003033,1.9400197812726425
68,0.05,0.65,L2,1e-07,1.5276153407747979,0.0034194669903132853,1.8956511074642115
69,0.05,0.65,L2,1e-08,1.551914790988172,0.004136652749336236,1.9427150404379834
70,0.05,0.65,L2,1e-06,1.5561008862747319,0.0041776035266722555,2.0025931441419176
71,0.05,0.65,L2,1e-05,1.5234434623393494,0.003903277639710072,1.900759972451196
72,0.07,0.55,L2,1e-07,1.544625067547434,0.003925583900151938,1.9252487302458938
73,0.07,0.55,L2,1e-08,1.5461599828364216,0.003853613086970345,1.9180885366795348
74,0.07,0.55,L2,1e-06,1.5358108477260102,0.003615346873181033,1.921327110652727
75,0.07,0.55,L2,1e-05,1.525765334201278,0.003990197349416541,1.9078293403975737
76,0.07,0.57,L2,1e-07,1.5575318720807976,0.003732777781209833,1.9306791703772743
77,0.07,0.57,L2,1e-08,1.5469584984653597,0.00403662963786848,1.9301290410918976
78,0.07,0.57,L2,1e-06,1.5327387853610401,0.0038327223014315895,1.8931813412357796
79,0.07,0.57,L2,1e-05,1.531288017809688,0.004123504828410795,1.938954362884423
80,0.07,0.59,L2,1e-07,1.5542077222486188,0.003960480571755751,1.9254211422649312
81,0.07,0.59,L2,1e-08,1.5746010954308451,0.004288398723514089,1.9889949740832078
82,0.07,0.59,L2,1e-06,1.556487485767181,0.004112717549859497,1.9736683884110606
83,0.07,0.59,L2,1e-05,1.532999541689442,0.0037678960443351243,1.9120511207056143
84,0.07,0.61,L2,1e-07,1.5335353294106564,0.0036382235306399702,1.947001184589735
85,0.07,0.61,L2,1e-08,1.5498406927265858,0.0040702597048530844,1.9349489467702161
86,0.07,0.61,L2,1e-06,1.5206974455392237,0.0035675633407269143,1.859933447091126
87,0.07,0.61,L2,1e-05,1.5485242328172875,0.004195426566955207,1.95146697033018
88,0.07,0.63,L2,1e-07,1.5314914964341224,0.0035597873950638844,1.885460710255351
89,0.07,0.63,L2,1e-08,1.5541408339417806,0.0038062975155162596,1.9471349362714756
90,0.07,0.63,L2,1e-06,1.5313357956454912,0.00370144590550933,1.911757616119034
91,0.07,0.63,L2,1e-05,1.5121036947094444,0.0036442236587846608,1.8711298831147618
92,0.07,0.65,L2,1e-07,1.5667941322332677,0.0036344010210155454,1.9627947404856376
93,0.07,0.65,L2,1e-08,1.5587976570565865,0.004150141400982886,1.9648915790447603
94,0.07,0.65,L2,1e-06,1.5419876639593266,0.004170039770113318,1.9225599138752347
95,0.07,0.65,L2,1e-05,1.5379425030207436,0.004200311708577848,1.91784674059257
96,0.09,0.55,L2,1e-07,1.5385372737712466,0.0039045481088616912,1.9350703907252935
97,0.09,0.55,L2,1e-08,1.5403495754542622,0.0036816627833630273,1.9074092879290916
98,0.09,0.55,L2,1e-06,1.5223529521245436,0.0034818796098577357,1.8764530491656217
99,0.09,0.55,L2,1e-05,1.524054369954636,0.003832650128913163,1.8862724246846296
100,0.09,0.57,L2,1e-07,1.5474213302477346,0.0036689712161065546,1.9240721997728805
101,0.09,0.57,L2,1e-08,1.5351345092363573,0.003556055627827476,1.8946986679047215
102,0.09,0.57,L2,1e-06,1.5431203899697727,0.003607607364695786,1.9333814944250882
103,0.09,0.57,L2,1e-05,1.5262472584041342,0.003674453976217275,1.8838425455421717
104,0.09,0.59,L2,1e-07,1.5522272222111528,0.0039086082916290526,1.9909496171178407
105,0.09,0.59,L2,1e-08,1.5443266337409243,0.003652291075213578,1.9490744106334652
106,0.09,0.59,L2,1e-06,1.5565003011172995,0.003974968200598066,1.9622556158737392
107,0.09,0.59,L2,1e-05,1.5535092081486386,0.004259180258647202,1.9557138506958367
108,0.09,0.61,L2,1e-07,1.5825764820555719,0.0038664665727049393,1.9853722396423545
109,0.09,0.61,L2,1e-08,1.5505197077085675,0.003928491733089337,1.968953126858053
110,0.09,0.61,L2,1e-06,1.551098297523179,0.0038538448869978367,1.9429540684245594
111,0.09,0.61,L2,1e-05,1.5539452418969553,0.004308206828666206,1.9846588983042868
112,0.09,0.63,L2,1e-07,1.5586698891191961,0.003896004917523077,1.9480847702928628
113,0.09,0.63,L2,1e-08,1.5472432083541066,0.0033737695150915996,1.9434001740699536
114,0.09,0.63,L2,1e-06,1.5535313338355385,0.004172182691143494,1.9640099413520877
115,0.09,0.63,L2,1e-05,1.5203761957356132,0.0037793492954667075,1.878510936147973
116,0.09,0.65,L2,1e-07,1.5523835812192563,0.0036363212247988667,1.929399001045326
117,0.09,0.65,L2,1e-08,1.5784836726192155,0.0039321569452225045,1.9853716447708425
118,0.09,0.65,L2,1e-06,1.5668117392483882,0.0035796415213364846,1.947807238412061
119,0.09,0.65,L2,1e-05,1.5490892165262249,0.004218764608608479,1.9419550647353256
