eta&nesterov&reg_type&reg_val&accuracy&loss&val_loss&arch
0.01&0.6&L1&-7.0&1.5169774343250992&0.003935784995312&1.907786603018937&3216
0.01&0.6&L2&-8.0&1.5184963722419&0.0040984145555421&1.932224215131088&2416
0.01&0.7&L1&-8.0&1.5200689634738789&0.003872366532928&1.898780901110484&3216
0.01&0.8&L1&-8.0&1.5233644987436576&0.0038002149950557&1.8843251323184889&3216
0.01&0.6&L2&-7.0&1.5238549023205248&0.0036993301915183&1.917246653171051&3216
0.1&0.7&L2&-5.0&1.524869454735066&0.0037580765329009&1.890356951205186&3216
0.01&0.8&L1&-8.0&1.5266074566556531&0.0039690214093244&1.9271293771020528&2416
0.01&0.5&L2&-8.0&1.526989914446374&0.0037865216461507&1.893365994434301&3216
