eta,nesterov,reg_type,reg_val,accuracy,loss,val_loss
0.1,0.9,L1,1e-05,1.6821610109040839,0.0045673375140202616,2.2240683622380932
0.1,0.7,L2,1e-07,1.5633488858515765,0.003704690028059154,1.9421253594031826
0.1,0.7,L2,1e-08,1.5611053834083135,0.003597906410252296,1.9433690495407958
0.1,0.7,L2,1e-06,1.570087063670207,0.0041998919658466395,1.965970195906414
0.1,0.7,L2,1e-05,1.524869454735066,0.0037580765329009182,1.890356951205186
0.1,0.7,L1,1e-07,1.5719745423602562,0.0036944617866351156,1.9677532921930643
0.1,0.7,L1,1e-08,1.5490968833990273,0.0036482561023113945,1.9282760703568276
0.1,0.7,L1,1e-06,1.5715067882181302,0.003929165034171735,1.9467111522141263
0.1,0.7,L1,1e-05,1.5951150160819771,0.004581491270164148,2.0716992190323498
0.1,0.5,L2,1e-07,1.5369099910010313,0.0035808210593777485,1.912735763630095
0.1,0.5,L2,1e-08,1.5372634087932369,0.0039711197620043125,1.9172413315897296
0.1,0.5,L2,1e-06,1.5651294570521463,0.003562409333189603,1.967295107095712
0.1,0.5,L2,1e-05,1.5364284316125856,0.004047414598384622,1.903395497120032
0.1,0.5,L1,1e-07,1.5380341114703178,0.003311730395897092,1.9174893818335847
0.1,0.5,L1,1e-08,1.5500583639946868,0.003777744267205601,1.9527578686330493
0.1,0.5,L1,1e-06,1.5421658707244843,0.0038802641481901073,1.9445744407217924
0.1,0.5,L1,1e-05,1.6155448692976773,0.004802470891104883,2.1041331784255117
0.1,0.6,L2,1e-07,1.5449355961054758,0.003927225001654382,1.93399528970623
0.1,0.6,L2,1e-08,1.5621634244066733,0.0034832872643547667,1.9584372782758663
0.1,0.6,L2,1e-06,1.5467642338347076,0.003756377562792732,1.9403822023296746
0.1,0.6,L2,1e-05,1.540049014922782,0.0038199165980763437,1.9097523534801504
0.1,0.6,L1,1e-07,1.5711955092834622,0.004125259617828473,2.0101980842974894
0.1,0.6,L1,1e-08,1.5501257893720586,0.003951121144155041,1.956501873801475
0.1,0.6,L1,1e-06,1.564782355780378,0.004170991084617975,1.9639242035231221
0.1,0.6,L1,1e-05,1.5760010634694392,0.004455281432105822,2.0289812493253607
