eta&nesterov&reg_type&reg_val&tr_mee&val_mee&loss&val_loss&arch
0.01&0.58&L2&&1.301&1.498&1.379&1.854&2416
0.014&0.6&L2&-7.2&1.289&1.498&1.35&1.85&3216
0.014&0.66&L1&-7.8&1.284&1.502&1.332&1.83&3216
0.014&0.5&L2&&1.299&1.504&1.378&1.858&2416
